text,intent,encoded_intent
show flights atlanta san francisco leave atlanta pm tomorrow,atis_flight,4
round trip fares denver philadelphia less dollars,atis_airfare,2
want fly milwaukee orlando wednesday evening,atis_flight,4
many daily us air flights philadelphia pittsburgh,atis_quantity,7
show northwest flights new york milwaukee leave,atis_flight,4
cheapest way fly atlanta denver,atis_flight,4
fares flights la newark leaving monday morning,atis_airfare,2
give list flights continental airlines boston denver,atis_flight,4
see ground transportation long beach airport downtown,atis_ground_service,6
want flight atlanta pittsburgh,atis_flight,4
us,atis_flight,4
flights available pittsburgh oakland airport,atis_flight,4
afternoon flight denver san francisco,atis_flight,4
show flights charlotte cleveland,atis_flight,4
show flights twa atlanta morning,atis_flight,4
flights oakland land place,atis_flight,4
show flights petersburg toronto arrive noon,atis_flight,4
much first class ticket baltimore san francisco,atis_airfare,2
please give flights long beach memphis,atis_flight,4
want fly nonstop denver dallas,atis_flight,4
earliest flight leaving boston july first dallas july first,atis_flight,4
like flight tomorrow evening nashville houston includes dinner tomorrow,atis_flight,4
show flights denver san diego leaving pm,atis_flight,4
flights go san francisco washington via indianapolis,atis_flight,4
help ground transportation information need get airport philadelphia downtown philadelphia,atis_ground_service,6
show earliest flight wednesday baltimore newark,atis_flight,4
could please give round trip fare denver atlanta,atis_airfare,2
show sunday flights seattle chicago,atis_flight,4
flights depart pittsburgh arrive oakland california,atis_flight,4
flights houston los angeles departing,atis_flight,4
would like flight pittsburgh san francisco august twentieth,atis_flight,4
show flights dallas atlanta,atis_flight,4
please give flights dallas oakland california monday,atis_flight,4
flights available wednesday morning boston denver,atis_flight,4
show flights pittsburgh baltimore arriving baltimore june fourteenth,atis_flight,4
list morning flights dollars atlanta boston,atis_flight,4
show flights denver philadelphia saturday,atis_flight,4
need fly boston denver san francisco back boston,atis_flight,4
cheapest flight american airlines cleveland miami,atis_flight,4
show flights available atlanta baltimore leaving monday morning,atis_flight,4
earliest flight pittsburgh baltimore thursday morning,atis_flight,4
ground transportation available boston,atis_ground_service,6
latest flight leaving pittsburgh returning denver,atis_flight,4
lufthansa fly boston oakland,atis_flight,4
show flights boston washington leaving july fifteen,atis_flight,4
list landings general mitchell international,atis_flight,4
many first class flights delta today,atis_quantity,7
nonstop flights indianapolis san diego wednesday may twelfth,atis_flight,4
flights depart san francisco fly washington via indianapolis arrive pm,atis_flight,4
please list flights dallas fort worth boston july twenty third,atis_flight,4
hello would like plan flight american airlines boston denver,atis_flight,4
two american airlines flights leave dallas san francisco evening,atis_flight,4
flights baltimore san francisco,atis_flight,4
like nonstop flight indianapolis san diego serves dinner available,atis_flight,4
times wednesday could take plane denver oakland,atis_flight_time,5
show ground transportation boston,atis_ground_service,6
flights boston san francisco stop denver,atis_flight,4
airlines business class,atis_airline,3
please give flights long beach memphis,atis_flight,4
flight denver dallas fort worth,atis_flight,4
list flights san francisco pittsburgh,atis_flight,4
like know type plane flies boston dallas fort worth,atis_aircraft,1
please tell times flights boston baltimore,atis_flight_time,5
find flight philadelphia san francisco please delta,atis_flight,4
cost ticket going denver boston july twenty fifth,atis_airfare,2
looking flight oakland denver stopover dallas fort worth,atis_flight,4
show first class airlines san francisco pittsburgh next tuesday first class,atis_airline,3
flights saturdays philadelphia denver,atis_flight,4
need flight denver washington dc wednesday,atis_flight,4
show flights columbus charlotte,atis_flight,4
oh let see eastern airline flight atlanta washington,atis_flight,4
price business class boston san francisco twa,atis_airfare,2
flights atlanta dallas afternoon,atis_flight,4
eastern flight atlanta denver leaving type aircraft used flight,atis_flight,4
flights san francisco boston,atis_flight,4
define airline us,atis_abbreviation,0
want fly philadelphia san francisco july eighth,atis_flight,4
find flight boston washington monday,atis_flight,4
give information flights atlanta washington dc wednesday pm thursday,atis_flight,4
find flights boston san francisco leaving pm,atis_flight,4
show cheapest fare dallas baltimore,atis_airfare,2
live denver like make trip pittsburgh,atis_flight,4
give flights arrive baltimore atlanta denver pittsburgh,atis_flight,4
hello trying find flight goes pittsburgh denver pm,atis_flight,4
airlines fly boston san francisco,atis_airline,3
code ff,atis_abbreviation,0
earliest flight boston san francisco november seventh,atis_flight,4
list flights boston san francisco us air,atis_flight,4
would like list flights pittsburgh dallas,atis_flight,4
november twenty third year like fly atlanta denver like fly delta,atis_flight,4
airlines would stop denver way baltimore san francisco,atis_airline,3
list flights tampa florida miami cheapest one way,atis_flight,4
list nonstop flights wednesday june second miami baltimore arriving baltimore pm,atis_flight,4
give flights san francisco boston thursday afternoon,atis_flight,4
denver atlanta,atis_flight,4
last flight leaving pittsburgh oakland,atis_flight,4
airline afternoon flight boston oakland,atis_airline,3
flight philadelphia san francisco stopover dallas,atis_flight,4
want make trip washington san francisco,atis_flight,4
would like information flights leaving atlanta afternoon arriving dallas,atis_flight,4
show flights san diego new york nonstop,atis_flight,4
show flights fares pittsburgh san francisco,atis_flight,4
flights milwaukee tampa,atis_flight,4
list flights salt lake city petersburg,atis_flight,4
least expensive flights denver atlanta,atis_flight,4
list united flights denver san francisco tuesdays wednesdays,atis_flight,4
show flights delta twa go atlanta,atis_flight,4
flight leaving san francisco denver,atis_flight,4
show flights leaving boston wednesday morning arriving denver,atis_flight,4
airlines fly boston atlanta,atis_airline,3
cheapest fare indianapolis seattle,atis_airfare,2
show daily flights boston coach class,atis_flight,4
need early flight denver san francisco please would like breakfast served,atis_flight,4
dallas baltimore,atis_flight,4
may listing flights monday minneapolis long beach california please,atis_flight,4
flight august twenty seventh atlanta dallas,atis_flight,4
need flight philadelphia san francisco next wednesday,atis_flight,4
show flights denver philadelphia saturday,atis_flight,4
show flights denver burbank,atis_flight,4
show flights san francisco go boston baltimore philadelphia,atis_flight,4
please list flights boston san francisco leaving,atis_flight,4
shortest flights nashville petersburg,atis_flight,4
delta flights cincinnati new york city arrive new york city pm saturday,atis_flight,4
fares flights philadelphia,atis_airfare,2
flights denver atlanta connect pittsburgh,atis_flight,4
show flights newark new jersey ontario international next saturday,atis_flight,4
show nonstop flights boston atlanta,atis_flight,4
give flights new york las vegas memphis las vegas sunday,atis_flight,4
ea mean,atis_abbreviation,0
show southwest airlines flights san diego san francisco,atis_flight,4
first class fare round trip dallas denver,atis_airfare,2
show times coach flights boston baltimore wednesday,atis_flight_time,5
flights leaving pittsburgh arrive denver leave say night,atis_flight,4
show flights denver westchester county,atis_flight,4
show earliest flight wednesday baltimore newark,atis_flight,4
find earliest flight boston atlanta latest return boston day,atis_flight,4
airline dl,atis_airline,3
show flights san francisco atlanta,atis_flight,4
like book cheapest one way flight denver pittsburgh july fifteenth,atis_flight,4
flights available morning denver san francisco,atis_flight,4
delta airlines fly boston washington dc,atis_flight,4
fly baltimore san francisco,atis_flight,4
flights baltimore dallas,atis_flight,4
tomorrow morning pittsburgh atlanta,atis_flight,4
would like information earliest flights leaving atlanta arriving denver,atis_flight,4
flights cleveland miami us air arrive miami pm,atis_flight,4
need information flights leaving philadelphia friday arriving oakland california,atis_flight,4
flights available denver san francisco,atis_flight,4
would like flight atlanta dallas friday arrives dallas pm,atis_flight,4
please list flights leave dallas tuesday morning arrive atlanta,atis_flight,4
flights baltimore atlanta afternoon,atis_flight,4
round trip fares baltimore philadelphia dollars,atis_airfare,2
show flights philadelphia dallas stop atlanta,atis_flight,4
need fly baltimore dallas tuesday evening,atis_flight,4
flights newark cleveland daily pm,atis_flight,4
give flight boston denver,atis_flight,4
show flights san francisco boston philadelphia baltimore,atis_flight,4
show flights boston denver,atis_flight,4
latest flight wednesday going atlanta washington dc,atis_flight,4
cheapest ticket baltimore san francisco friday august thirtieth,atis_airfare,2
like ticket denver atlanta stopover pittsburgh possible,atis_airfare,2
would like flight american airlines baltimore san francisco stop denver,atis_flight,4
fare going one way november seventh denver oakland,atis_airfare,2
flight united airlines boston denver,atis_flight,4
show evening flights philadelphia atlanta,atis_flight,4
show ground transportation philadelphia monday morning,atis_ground_service,6
tell flights toronto salt lake city,atis_flight,4
would like american flight toronto san diego stopover denver please,atis_flight,4
cheapest one way flight oakland boston,atis_flight,4
want fly baltimore dallas round trip,atis_flight,4
show one way flights atlanta pittsburgh,atis_flight,4
flights sunday tampa charlotte,atis_flight,4
find travel arrangements round trip flight dallas pittsburgh,atis_flight,4
least expensive one way fare boston pittsburgh,atis_airfare,2
latest flight day arrive boston baltimore,atis_flight,4
cheapest flight denver pittsburgh,atis_flight,4
show flights denver pittsburgh atlanta,atis_flight,4
twa flight indianapolis houston arriving,atis_flight,4
need know flights leave atlanta sunday evening arrive baltimore,atis_flight,4
like find us air flight orlando cleveland arrives around evening,atis_flight,4
please list twa flights las vegas new york fare,atis_flight,4
flights dallas san francisco,atis_flight,4
cheapest fare san francisco baltimore,atis_airfare,2
show boston oakland flights,atis_flight,4
need fly leaving philadelphia atlanta,atis_flight,4
would like find flight charlotte north carolina las vegas would like stopover louis,atis_flight,4
please show united flights including connections boston san francisco evening,atis_flight,4
flights cincinnati departing american,atis_flight,4
interested flight washington fort worth,atis_flight,4
list nonstop flights burbank denver arriving pm,atis_flight,4
show schedule airlines leaving pittsburgh going san francisco next monday,atis_flight_time,5
give morning flights charlotte baltimore,atis_flight,4
list united flights philadelphia san francisco,atis_flight,4
want fly milwaukee orlando,atis_flight,4
flight boston atlanta leaves boston afternoon arrives close pm,atis_flight,4
show one way flights milwaukee orlando leaving wednesday morning,atis_flight,4
show flights burbank,atis_flight,4
show aircraft canadian airlines uses,atis_aircraft,1
yes live washington want make trip san francisco airlines may use trip,atis_flight,4
please list flights atlanta philly,atis_flight,4
flights la guardia jfk cleveland,atis_flight,4
show american airline flights leaving phoenix wednesday arriving milwaukee,atis_flight,4
show flights lufthansa airlines boston,atis_flight,4
tell cheapest flight boston san francisco,atis_flight,4
would like see flights baltimore philadelphia please,atis_flight,4
give flights atlanta baltimore,atis_flight,4
want flight departing newark los angeles leaves morning,atis_flight,4
list flights baltimore seattle stop minneapolis,atis_flight,4
need flight pittsburgh new york departing pm,atis_flight,4
show flights phoenix milwaukee american airlines wednesday,atis_flight,4
least expensive flights dallas baltimore july nineteenth,atis_flight,4
show flights san francisco denver,atis_flight,4
airlines fly baltimore san francisco,atis_airline,3
airlines fly boston denver,atis_airline,3
round trip flights houston las vegas,atis_flight,4
american airlines flights depart milwaukee phoenix saturday sunday,atis_flight,4
looking flight goes ontario westchester stops chicago,atis_flight,4
cheapest one way ticket denver pittsburgh,atis_airfare,2
kind airline flight ua boston denver,atis_airline,3
airlines fly boston philadelphia,atis_airline,3
list nonstop flights baltimore washington airport oakland depart afternoon,atis_flight,4
please list fares flights atlanta philadelphia august first,atis_airfare,2
show flights go san diego newark new jersey way houston,atis_flight,4
flights dallas pittsburgh monday morning,atis_flight,4
kind aircraft used first class american airlines flight philadelphia san francisco stopping dallas,atis_aircraft,1
cost round trip ticket first class oakland atlanta,atis_airfare,2
need flight information saturday flight philadelphia dallas,atis_flight,4
night flight san francisco denver united evening august twenty seventh,atis_flight,4
flights philadelphia dallas october first,atis_flight,4
list tuesday night flights boston denver,atis_flight,4
flights available pittsburgh baltimore august eleventh,atis_flight,4
want flight denver pittsburgh pittsburgh atlanta atlanta back pittsburgh back denver,atis_flight,4
give flight newark tampa friday,atis_flight,4
flights pittsburgh baltimore,atis_flight,4
list american airlines flights dallas san francisco,atis_flight,4
afternoon flights available pittsburgh atlanta weekday,atis_flight,4
abbreviation ua mean,atis_abbreviation,0
like flight united airlines dallas san francisco leaves,atis_flight,4
fare american airlines flight dallas fort worth boston,atis_airfare,2
flights indianapolis seattle washington,atis_flight,4
airline cheapest fly dallas baltimore december twenty fourth,atis_airline,3
much round trip first class fare boston washington,atis_airfare,2
like find flight tampa montreal makes stop new york,atis_flight,4
show flights leave philadelphia go atlanta leave early thursday morning,atis_flight,4
show airlines flights love field,atis_airline,3
many flights airline first class service,atis_quantity,7
show next wednesday flights phoenix milwaukee,atis_flight,4
show flights philadelphia baltimore,atis_flight,4
round trip air fares pittsburgh philadelphia less dollars,atis_airfare,2
show flights boston san francisco leaving pm friday,atis_flight,4
code stand,atis_abbreviation,0
cheapest round trip flight denver atlanta,atis_flight,4
show flights economy class baltimore dallas,atis_flight,4
ground transportation denver,atis_ground_service,6
earliest flight boston san francisco serves meal,atis_flight,4
ground transportation available denver airport,atis_ground_service,6
okay sorry could tell flights leave atlanta arrive philadelphia around,atis_flight,4
much cost travel boston airport downtown,atis_airfare,2
earliest flight atlanta philadelphia,atis_flight,4
flights indianapolis memphis,atis_flight,4
first flight morning boston denver,atis_flight,4
show nonstop flights nashville louis,atis_flight,4
show flights atlanta baltimore,atis_flight,4
bur,atis_abbreviation,0
nonstop flights san francisco boston thursdays,atis_flight,4
thank information would like information flight april sixteen atlanta philadelphia early morning,atis_flight,4
like flights going boston atlanta leaving august sixth afternoon,atis_flight,4
need fly denver san francisco tuesday,atis_flight,4
ff mean,atis_abbreviation,0
want fly milwaukee orlando either wednesday evening thursday morning,atis_flight,4
flights pittsburgh philadelphia arrive next tuesday,atis_flight,4
list flights departing general mitchell,atis_flight,4
show one way fares san diego miami nonstop,atis_airfare,2
show flights atlanta boston,atis_flight,4
delta flights dallas boston,atis_flight,4
show flights boston dfw,atis_flight,4
departure time latest flight united airlines denver boston,atis_flight_time,5
show airlines fly toronto denver,atis_airline,3
thursday like flight petersburg miami,atis_flight,4
please find flight boston philadelphia arrives philadelphia close pm,atis_flight,4
northwest airline flights leave denver noon,atis_flight,4
denver baltimore,atis_flight,4
trying find flight columbus phoenix cincinnati,atis_flight,4
flight information washington denver september third,atis_flight,4
flights go boston denver,atis_flight,4
flights charlotte baltimore,atis_flight,4
please list flights dallas philadelphia monday,atis_flight,4
list united flights boston san francisco,atis_flight,4
flights boston san francisco stopover dallas,atis_flight,4
need flight san francisco pittsburgh pittsburgh new york new york san francisco,atis_flight,4
flights atlanta louis tuesday arriving around pm,atis_flight,4
show flights love field airports,atis_flight,4
show flights montreal,atis_flight,4
flight departing san francisco arriving oakland november seventh evening,atis_flight,4
show flights denver westchester county,atis_flight,4
tell latest evening flight atlanta denver july seventh,atis_flight,4
show flights denver philadelphia pittsburgh baltimore,atis_flight,4
flights las vegas montreal,atis_flight,4
midwest express serve cleveland,atis_flight,4
kind aircraft delta fly august second boston denver,atis_aircraft,1
list flights arriving departing general mitchell international,atis_flight,4
cheapest one way fare atlanta boston,atis_airfare,2
okay looking flight tampa louis leaving day,atis_flight,4
flights boston denver,atis_flight,4
give information transportation airport philadelphia downtown philadelphia,atis_ground_service,6
give flight memphis las vegas new york city las vegas sunday arrive time,atis_flight,4
kind airplane goes philadelphia san francisco monday stopping dallas afternoon first class flight,atis_aircraft,1
list flights continental departing monday noon denver chicago,atis_flight,4
would like know first class fare flight baltimore denver,atis_airfare,2
flights newark cleveland pm daily,atis_flight,4
cheapest fare boston san francisco,atis_airfare,2
tuesday like fly detroit petersburg,atis_flight,4
find flight san francisco boston wednesday,atis_flight,4
cheapest flight dallas baltimore,atis_flight,4
flights newark seattle saturday,atis_flight,4
please list takeoffs landings general mitchell international,atis_flight,4
please list morning flights kansas city atlanta,atis_flight,4
want leave boston arrive denver morning,atis_flight,4
would like one flight kansas city paul arriving around dinnertime pm,atis_flight,4
list nonstop flights baltimore newark wednesday noon,atis_flight,4
looking flight traveling boston denver one way cheapest way possible,atis_flight,4
ground transportation available boston airport,atis_ground_service,6
type aircraft used american airline flight,atis_aircraft,1
explain restriction ap please,atis_abbreviation,0
would like us air flight toronto san diego stopover denver please,atis_flight,4
lowest fare denver atlanta,atis_airfare,2
flights new york city las vegas,atis_flight,4
would like flight kansas city paul departing pm,atis_flight,4
round trip fare continental dallas san francisco return,atis_airfare,2
want go take plane atlanta fly boston,atis_aircraft,1
like flight leaving atlanta august seventh arriving denver colorado august seventh leaving afternoon,atis_flight,4
show first flight philadelphia dallas,atis_flight,4
list flights philadelphia dallas american airlines,atis_flight,4
find nonstop flight boston washington arriving washington around pm,atis_flight,4
give continental flights chicago seattle saturday morning,atis_flight,4
ground transportation available dallas tomorrow,atis_ground_service,6
show flights pittsburgh boston direct connecting depart pittsburgh pm,atis_flight,4
show flights pittsburgh baltimore,atis_flight,4
show flights montreal detroit,atis_flight,4
show flights san francisco la guardia nonstop,atis_flight,4
show flights philadelphia baltimore,atis_flight,4
show delta flights leaving pittsburgh afternoon,atis_flight,4
could please show flights charlotte milwaukee,atis_flight,4
like find earliest flight possible san francisco atlanta,atis_flight,4
flights available wednesday atlanta washington dc,atis_flight,4
would like information information flights san francisco denver thursday morning,atis_flight,4
please list flights paul kansas city friday night serve meals,atis_flight,4
flights chicago denver continental saturday morning,atis_flight,4
need return flight chicago kansas city leaving chicago around evening day following next wednesday,atis_flight,4
would like fare us air denver pittsburgh april twenty,atis_airfare,2
cheapest way travel round trip milwaukee san francisco,atis_flight,4
lowest one way fares denver atlanta,atis_airfare,2
flights pittsburgh san francisco friday,atis_flight,4
flights la guardia jfk,atis_flight,4
find earliest boston departure atlanta lastest return trip atlanta atlanta longest amount time return boston day,atis_flight,4
american airlines flight first class philadelphia dallas,atis_flight,4
list flights houston paul,atis_flight,4
would like see economy fares denver philadelphia,atis_airfare,2
flights kansas city burbank saturday may twenty two america west,atis_flight,4
flights paul houston,atis_flight,4
show aircraft canadian airlines uses,atis_aircraft,1
airlines flights san francisco washington way indianapolis,atis_airline,3
flights boston san francisco stop washington dc,atis_flight,4
flights boston washington dc november eleventh,atis_flight,4
denver philadelphia monday,atis_flight,4
nonstop flights denver kansas city,atis_flight,4
would like direct coach flights pittsburgh atlanta,atis_flight,4
flights arriving chicago continental pm,atis_flight,4
list nonstop flights departing petersburg arriving charlotte,atis_flight,4
type aircraft united flight,atis_aircraft,1
tell flights san jose nashville saturday afternoon,atis_flight,4
please give flights available denver philadelphia,atis_flight,4
round trip air fares baltimore philadelphia less dollars,atis_airfare,2
dallas oakland saturday,atis_flight,4
aircraft used delta flight kansas city salt lake city,atis_aircraft,1
need go philadelphia dallas,atis_flight,4
many flights american airlines boston atlanta,atis_quantity,7
show continental flights,atis_flight,4
restriction ap,atis_abbreviation,0
oakland denver,atis_flight,4
show flights new york city las vegas sunday,atis_flight,4
tell flights october fifteenth boston oakland,atis_flight,4
flights chicago denver morning,atis_flight,4
flights washington dc denver,atis_flight,4
would like evening flight pittsburgh los angeles june third,atis_flight,4
las vegas phoenix departing morning,atis_flight,4
flights milwaukee phoenix saturday sunday american airlines,atis_flight,4
flights boston pittsburgh,atis_flight,4
looking ground transportation dallas,atis_ground_service,6
flight atlanta san francisco stops denver,atis_flight,4
earliest flight boston washington,atis_flight,4
first class american flight philadelphia dallas wednesday,atis_flight,4
need information please flight washington dc san francisco california,atis_flight,4
like flight information boston washington september third,atis_flight,4
list daily flights atlanta denver,atis_flight,4
flights baltimore philadelphia less dollars,atis_flight,4
show flights san francisco boston august thirty first,atis_flight,4
show flights boston philadelphia,atis_flight,4
limousine service boston,atis_ground_service,6
flights las vegas burbank also saturday may twenty two,atis_flight,4
many united flights san francisco,atis_quantity,7
show flights love field,atis_flight,4
san francisco boston please stopover denver,atis_flight,4
would like see flights denver philadelphia,atis_flight,4
please list flights united airlines northwest go denver,atis_flight,4
traveling dallas philadelphia,atis_flight,4
list total number flights airports delta,atis_quantity,7
need book flight newark tampa april fourth,atis_flight,4
show flights san francisco philadelphia september fifteenth,atis_flight,4
flights san francisco los angeles,atis_flight,4
flight continental airlines boston denver,atis_flight,4
flight denver pittsburgh arrives earliest morning,atis_flight,4
earliest flight boston denver,atis_flight,4
flight goes baltimore seattle,atis_flight,4
first flight boston san francisco,atis_flight,4
please give grounds transportation dallas airport,atis_ground_service,6
latest afternoon flight get dallas san francisco first class,atis_flight,4
restriction ap,atis_abbreviation,0
earliest flight boston arrive denver,atis_flight,4
earliest arrival salt lake city flight toronto,atis_flight,4
last flight denver boston tomorrow evening,atis_flight,4
please show flights philadelphia denver airport next sunday,atis_flight,4
show fares philadelphia san francisco less dollars one way,atis_airfare,2
show fares leaving tuesdays denver dallas,atis_airfare,2
want wednesday flights atlanta washington dc,atis_flight,4
nonstop flights kansas city paul,atis_flight,4
okay show flights baltimore,atis_flight,4
flights pittsburgh baltimore pm,atis_flight,4
like return flight denver atlanta evening flights,atis_flight,4
american flights cincinnati salt lake city,atis_flight,4
list flights depart general mitchell international,atis_flight,4
minneapolis phoenix monday,atis_flight,4
show dallas ground transport,atis_ground_service,6
flights available monday san francisco pittsburgh,atis_flight,4
flights pittsburgh los angeles thursday evening,atis_flight,4
need fly washington san francisco like stop dallas tell schedule flights,atis_flight,4
cheapest round trip fare dallas baltimore,atis_airfare,2
please list nonstop flights las vegas new york america west,atis_flight,4
like see flights baltimore atlanta arrive noon like see flights denver atlanta arrive noon,atis_flight,4
okay november twenty third want fly atlanta denver need know flights available,atis_flight,4
kind plane flies boston pittsburgh noon,atis_aircraft,1
flight denver salt lake city,atis_flight,4
flights boston pittsburgh wednesday next week later pm,atis_flight,4
flight information oakland denver,atis_flight,4
would like flight denver san francisco leaving denver afternoon arriving pm must nonstop flight,atis_flight,4
flights available philadelphia denver wednesday economy class,atis_flight,4
united airlines flight miami washington dc arriving around noon,atis_flight,4
show flights new york milwaukee,atis_flight,4
ground transportation available denver,atis_ground_service,6
could listing flights leaving boston going baltimore leaving wednesday,atis_flight,4
ground transportation available atlanta,atis_ground_service,6
stand meals,atis_abbreviation,0
show airlines flights denver dallas,atis_airline,3
first class round trip airfare indianapolis memphis,atis_airfare,2
much flight ua denver san francisco cost,atis_airfare,2
need round trip flight cincinnati san jose california,atis_flight,4
northwest airline flights leave denver noon,atis_flight,4
show return flights cincinnati salt lake city nonstop,atis_flight,4
flight leaving boston atlanta,atis_flight,4
show list flights july twenty second leaving dc dallas leaving dc pm,atis_flight,4
question want go san francisco live denver would like fly united airlines early flight,atis_flight,4
show flights pittsburgh san francisco,atis_flight,4
flights dallas houston,atis_flight,4
show flights boston washington,atis_flight,4
show flights boston denver arrive denver wednesday noon,atis_flight,4
list possible round trip daily flights boston oakland,atis_flight,4
please show airlines service boston denver,atis_airline,3
fares flights atlanta dfw provided delta airlines,atis_airfare,2
show one time first class fares baltimore dallas,atis_airfare,2
choices flights get charlotte minneapolis arriving pm minneapolis,atis_flight,4
tell flights baltimore dallas,atis_flight,4
want find flight boston atlanta,atis_flight,4
ground transportation airport downtown boston,atis_ground_service,6
flights memphis las vegas arrive sunday,atis_flight,4
would like fly dallas san francisco saturday arrive san francisco pm,atis_flight,4
flights dallas boston tomorrow night evening,atis_flight,4
flight denver boston,atis_flight,4
show flights san francisco dallas continental airlines,atis_flight,4
find flights nonstop boston dallas,atis_flight,4
show fare dallas san francisco,atis_airfare,2
want know flights available coach economy class baltimore dallas,atis_flight,4
show american flights dallas san francisco,atis_flight,4
cheapest flight pittsburgh atlanta one way,atis_flight,4
show prices flights baltimore dallas july twenty ninth,atis_airfare,2
flights available dallas fort worth atlanta,atis_flight,4
looking flights toronto san diego,atis_flight,4
tomorrow atlanta san francisco,atis_flight,4
flight leaves dallas atlanta august twenty seventh evening,atis_flight,4
list flights boston oakland,atis_flight,4
latest flight san francisco atlanta,atis_flight,4
philadelphia boston monday,atis_flight,4
want flight los angeles charlotte leaves weekday morning,atis_flight,4
ground transport denver,atis_ground_service,6
would like flight denver san francisco leaving denver afternoon arriving pm,atis_flight,4
ground transportation available baltimore day tomorrow,atis_ground_service,6
would like afternoon flight leaving tuesday san diego indianapolis,atis_flight,4
earliest flight thursday atlanta washington dc,atis_flight,4
latest flight leaving washington denver,atis_flight,4
find travel arrangements round trip flight dallas pittsburgh arriving pm pm,atis_flight,4
give flight charlotte baltimore tuesday morning,atis_flight,4
looking flights pittsburgh philadelphia leaving,atis_flight,4
fare code qo mean,atis_abbreviation,0
flights baltimore san francisco,atis_flight,4
would like fly salt lake city back petersburg wednesday,atis_flight,4
would like afternoon flight denver colorado dallas texas,atis_flight,4
list flights chicago louis depart noon,atis_flight,4
afternoon flights boston san francisco please leave afternoon,atis_flight,4
like flight information dallas fort worth boston tuesday,atis_flight,4
ground transportation phoenix,atis_ground_service,6
want go boston washington monday morning,atis_flight,4
display types aircraft departing cleveland dallas noon,atis_aircraft,1
know car rental denver,atis_ground_service,6
flights montreal,atis_flight,4
airline nw,atis_airline,3
display flights leaving toronto san diego us air laying washington dc,atis_flight,4
like limo denver august seventh,atis_ground_service,6
would like fly dallas denver morning august twenty seventh leaving,atis_flight,4
need flight tonight charlotte las vegas stop louis want dinner,atis_flight,4
fly philadelphia dallas saturday morning,atis_flight,4
give continental flights seattle,atis_flight,4
fare code h,atis_abbreviation,0
ground transportation baltimore,atis_ground_service,6
show flights pittsburgh philadelphia,atis_flight,4
continental flights go chicago seattle morning meal,atis_flight,4
show latest flight denver boston,atis_flight,4
show flights san francisco philadelphia september fifteenth,atis_flight,4
flights toronto philadelphia,atis_flight,4
show wednesday afternoon flights denver san francisco,atis_flight,4
much cost fly american dallas baltimore,atis_airfare,2
cheapest one way fare boston oakland,atis_airfare,2
many fares one way tacoma montreal,atis_quantity,7
flight denver philadelphia,atis_flight,4
like fly early tomorrow columbus minneapolis,atis_flight,4
show economy flights baltimore dallas,atis_flight,4
show flights pittsburgh dc,atis_flight,4
philadelphia san francisco next week tuesday show flights,atis_flight,4
earliest nonstop flight washington san francisco,atis_flight,4
show flights baltimore dallas,atis_flight,4
flight milwaukee chicago,atis_flight,4
ewr stand,atis_abbreviation,0
would like information flights dallas fort worth atlanta wednesday morning,atis_flight,4
dinner flights indianapolis san diego wednesday may twelfth,atis_flight,4
show flights denver philadelphia,atis_flight,4
show delta flights dallas denver,atis_flight,4
tell ground transportation salt lake city,atis_ground_service,6
show flights philadelphia denver monday,atis_flight,4
us baltimore philadelphia fare,atis_airfare,2
okay tell flight cost denver atlanta,atis_flight,4
ls stand,atis_abbreviation,0
show flights charlotte columbus,atis_flight,4
list flights friday afternoon philadelphia oakland,atis_flight,4
show flights love field,atis_flight,4
would like book flight august twenty seventh baltimore san francisco us air,atis_flight,4
flights land general mitchell international,atis_flight,4
want flights atlanta washington dc thursday,atis_flight,4
please show fares denver san francisco,atis_airfare,2
limousine service toronto,atis_ground_service,6
show round trip fares new york miami,atis_airfare,2
long ground transportation take salt lake city airport,atis_ground_service,6
newark cleveland daily,atis_flight,4
would like schedule flight american airlines philadelphia san francisco makes stop denver,atis_flight,4
interested flying boston atlanta,atis_flight,4
airline flight originating atlanta november seventh noon arriving san francisco pm,atis_airline,3
list flights washington dc tampa florida,atis_flight,4
show flights boston dallas,atis_flight,4
want flight milwaukee orlando one way leaving pm wednesday,atis_flight,4
flights pittsburgh atlanta lowest coach class fares,atis_flight,4
like know earliest flight boston san francisco,atis_flight,4
rent car stapleton international airport denver,atis_ground_service,6
okay like flight boston san francisco leaves,atis_flight,4
want go denver atlanta round trip make stop pittsburgh may cheapest fare,atis_flight,4
delta flight boston denver,atis_flight,4
would like fly delta airlines atlanta pittsburgh,atis_flight,4
flights boston baltimore washington,atis_flight,4
would like fly denver pittsburgh atlanta,atis_flight,4
breakfast flight philadelphia dallas via atlanta,atis_flight,4
cheapest fare one way pittsburgh denver,atis_airfare,2
flights petersburg toronto monday,atis_flight,4
list flights boston pittsburgh leaving early morning august sixth,atis_flight,4
mco,atis_abbreviation,0
please show flights dallas denver,atis_flight,4
need flight thursday oakland salt lake city,atis_flight,4
show flights boston san francisco arriving pm,atis_flight,4
last flight washington boston,atis_flight,4
flight oakland boston stopover dallas fort worth twa,atis_flight,4
would like nonstop flight philadelphia pittsburgh,atis_flight,4
would like nonstop flight memphis las vegas march second,atis_flight,4
earliest flight nashville tacoma american tuesday eighteenth may,atis_flight,4
show evening flights philadelphia baltimore,atis_flight,4
nonstop flights leaving dallas baltimore july seventh united airlines,atis_flight,4
show flights cleveland miami arrive pm,atis_flight,4
